index,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,cluster,distance
107149,0.0926,['Microdynamic Recordings'],0.0,143583,0.00216,0,1RXXLvEKXmz2c6TG1EDUz2,0.982,10,0.821,-22.55,1,Calm Pour,76,10/7/2019,0.0,0.0,0.0,2019,0,68.24129057082395
161305,0.96,['Fizzonaut'],0.0,132923,0.000261,0,6UrBiRJabWOu90XTluKZER,0.203,1,0.111,-23.444000000000003,1,Tepid Rainscape,68,11/29/2019,0.0,0.0,0.0,2019,0,68.36131906195307
97419,0.138,['Fan Sounds'],0.0,222760,2.0300000000000002e-05,0,3hJJOnsafnWFrhWDwhvZSy,0.145,4,0.11199999999999999,-25.213,1,Box Fan Rest Sound,67,11/11/2016,0.0,0.0,0.0,2016,0,68.66369187854843
7792,0.145,['Fan Sounds'],0.0,500167,2.0300000000000002e-05,0,4xu38KnbRHbRHRwdg4KFul,0.213,6,0.114,-25.555999999999997,1,Box Fan Long Loop For Sleep,60,1/1/2017,0.0,0.0,0.0,2017,0,68.72697659079904
135281,0.455,['Zenibly'],0.0,150000,0.0924,0,18lKp9uRyR2xJZFvg8ZWUC,0.408,1,0.111,-26.764,1,Clean & Pure White Noise,71,8/1/2018,0.0,0.0,0.0,2018,0,68.96084100912653
125880,0.16899999999999998,['The Rain Library'],0.0,133413,0.0598,0,0tK5Zvy4HttHXp9ldVm0EV,0.992,1,0.8140000000000001,-26.741,1,Deep Rain,68,1/9/2017,0.0,0.0,0.0,2017,0,68.96815895415816
23862,0.872,['Granular'],0.0,104516,2.0300000000000002e-05,0,2eWqBNH136U8Et0UTxBacB,1.0,1,0.0954,-27.194000000000003,1,White Noise - BP 228 hz,63,10/14/2017,0.0,0.0,0.0,2017,0,69.05512930943101
116385,0.9079999999999999,"['Erik Eriksson', 'White Noise for Babies', 'White Noise Baby Sleep']",0.0,72223,0.00125,0,5I21rMWLtCjWQl6QyLn85W,1.0,1,0.111,-27.592,1,Pure Brown Noise - Loopable with no fade,74,1/8/2017,0.0,0.0,0.0,2017,0,69.13961969282538
144175,0.988,['Granular'],0.0,158929,0.33299999999999996,0,3GMhHXO3cGrqMde11pQ3sL,0.7070000000000001,5,0.111,-27.745,1,Brown Noise Hall Verb,69,7/7/2019,0.0,0.0,0.0,2019,0,69.1685433577723
31894,0.42,['Granular'],0.0,180656,0.00172,0,03sJaTenPLeRaVUISW6pI5,0.39899999999999997,4,0.11,-27.848000000000003,0,Pink Noise - BP 240 hz,64,11/24/2017,0.0,0.0,0.0,2017,0,69.19002611066443
87653,0.7909999999999999,"['Erik Eriksson', 'White Noise Baby Sleep', 'White Noise for Babies']",0.0,90228,0.0034200000000000003,0,2bRKxuH1o7pTmb1y4GfdEc,1.0,8,0.111,-28.46,1,Clean White Noise - Loopable with no fade,86,1/8/2017,0.0,0.0,0.0,2017,0,69.33127813636804
135039,0.7909999999999999,"['Erik Eriksson', 'Lullabies for Deep Meditation', 'Baby Sweet Dream', 'White Noise Research']",0.0,90228,0.0034200000000000003,0,4MaJMSbaMBW3IrBuvWlOSX,1.0,8,0.111,-28.46,1,White Noise - Loopable With No Fade,62,12/4/2016,0.0,0.0,0.0,2016,0,69.33127813636804
135206,0.772,['Granular'],0.0,201290,2.0300000000000002e-05,0,3mPuBLqbLyJcATmzbYFKYz,0.39299999999999996,1,0.797,-28.838,1,White Noise - 200 hz,68,10/24/2017,0.0,0.0,0.0,2017,0,69.41564326801445
31870,0.145,['Granular'],0.0,108387,7.329999999999999e-05,0,5c7xG4WUHV0JJo7PG1lUhO,0.7340000000000001,8,0.139,-29.554000000000002,1,White Noise - BP 153 hz,62,10/13/2017,0.0,0.0,0.0,2017,0,69.58747997208405
161443,0.9159999999999999,['Water Sound Natural White Noise'],0.0,63000,0.032,0,5pGBDKBaR63vuJ4g8ialcU,0.20199999999999999,1,0.10300000000000001,-30.704,1,Deep Sleep Recovery Noise,70,2/25/2020,0.0,0.0,0.0,2020,0,69.86762442638239
169522,0.9129999999999999,['Granular'],0.0,205161,0.000164,0,2e6fCxto7NzsnujvliBtEk,0.91,10,0.155,-31.221,0,White Noise - 700 hz,64,10/14/2017,0.0,0.0,0.0,2017,0,70.00817902814586
97541,0.39399999999999996,['High Altitude Samples'],0.0,160003,0.00148,0,129ldjjvnFfA7Ygc8ktYnh,1.0,5,0.111,-31.839000000000002,1,Soft Brown Noise,78,11/15/2018,0.0,0.0,0.0,2018,0,70.17624304332931
87651,0.9229999999999999,['Granular'],0.0,147097,4.98e-05,0,65rkHetZXO6DQmBh3C2YtW,0.297,10,0.11,-32.354,0,White Noise - 500 hz,81,10/13/2017,0.0,0.0,0.0,2017,0,70.3106174852796
39774,0.535,['Fan Sounds'],0.0,138206,2.0300000000000002e-05,0,4XYFVhHi6rDAV6FA5Ksh2i,0.226,4,0.591,-33.379,1,Floor Fan Rest Sound,56,11/11/2016,0.0,0.0,0.0,2016,0,70.60554588898975
87652,0.9440000000000001,['Granular'],0.0,135484,2.0300000000000002e-05,0,6H4B9gJD6eQlNoEh8q85pP,0.8690000000000001,2,0.11199999999999999,-40.449,0,White Noise - 145 hz,80,10/13/2017,0.0,0.0,0.0,2017,0,72.98947965530539
77738,0.996,['520Hz'],0.0,197680,0.0197,0,1e6Wbu8j4BIYPIYrqY12Re,0.996,1,0.10400000000000001,-47.19,1,8-Bit CockPit,56,1/18/2017,0.0,0.0,0.0,2017,0,75.80783189180407
125852,0.96,['The Noise Project'],0.0,160847,0.0354,0,4GVIKZW6a4q0we4Ebc1FdP,0.00868,2,0.0923,-47.731,1,Big Fan Dulled,68,5/7/2017,0.0,0.0,0.0,2017,0,76.04860842458346
62887,0.807,['Hayden Ball'],0.0,188084,2.0300000000000002e-05,0,2cVy8InB8vhshMTn4lTCjJ,0.953,5,0.205,-48.233999999999995,1,Rain And Wind,60,5/7/2017,0.0,0.0,0.0,2017,0,76.28743687208424
161177,0.993,['Lila Om'],0.0,156506,0.512,0,0qERplEKH6hfxLk0GxpYE0,0.457,10,0.182,-50.174,1,Dulled White Noise,65,5/7/2017,0.0,0.0,0.0,2017,0,77.20467928393994
23900,0.9079999999999999,['Sound Carrie'],0.0,158984,0.41700000000000004,0,5B0VPkUgRy54p9TassurNo,0.973,7,0.0953,-51.08,1,Loopable Sound - Flight 2021,63,5/7/2017,0.0,0.0,0.0,2017,0,77.652438006453
125820,0.9079999999999999,['HI-FI CAMP'],0.0,156805,0.616,0,5jUXYkjrCkkhnMMJPTgSqN,0.38799999999999996,1,0.11,-54.376000000000005,1,Cabin Sound,69,1/18/2017,0.0,0.0,0.0,2017,0,79.32744204325529
