artists,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Bun B,0.03404371428571429,0.6710285714285713,0.7062857142857141,0.015685763714285712,0.3177657142857144,-5.574628571428572,0.2583485714285714,110.20785714285715,0.5068000000000001
Bunbury,0.6315000000000001,0.5996666666666666,0.5446666666666666,9.153333333333333e-06,0.2706666666666667,-7.972666666666666,0.03425,108.99783333333336,0.44416666666666665
Bunny Berigan,0.9427500000000004,0.6151875,0.289125,0.53976804375,0.20025,-12.5824375,0.06715,138.82725,0.6932187500000002
Bunny Berigan and His Orchestra,0.9330000000000002,0.6002000000000001,0.21144,0.5622,0.1121,-13.883,0.05966000000000001,110.51579999999998,0.5710000000000001
Bunny Wailer,0.29167076923076923,0.7629230769230768,0.43369230769230777,0.1364982307692308,0.0953076923076923,-13.986153846153845,0.2137461538461539,103.93692307692308,0.7438461538461539
Burak Yeter,0.0156,0.841,0.639,0.0654,0.0545,-6.0520000000000005,0.0688,99.002,0.675
Burbank,0.266,0.833,0.6409999999999999,3.75e-06,0.268,-6.3370000000000015,0.0613,86.02,0.586
Burden Brothers,0.000508,0.531,0.892,0.024,0.14400000000000002,-4.54,0.0582,130.13299999999998,0.599
Burial,0.428,0.624,0.852,0.6559999999999999,0.114,-10.184,0.153,135.22299999999998,0.512
Burke Moses,0.7979999999999999,0.5766666666666667,0.2406666666666667,4.5e-07,0.2199333333333333,-17.093333333333334,0.131,106.882,0.5176666666666666
Burl Ives,0.8012592592592592,0.6577962962962964,0.22098888888888887,9.700333333333334e-05,0.13300740740740746,-14.259925925925927,0.08285555555555557,114.3007037037037,0.661574074074074
Burna Boy,0.13331600000000002,0.6674,0.6878,5.7042e-05,0.1374,-5.895999999999999,0.24560000000000004,140.7628,0.4634
Burning Spear,0.08417033333333332,0.7730476190476187,0.4448571428571428,0.2624477619047618,0.10418571428571427,-12.037285714285714,0.13912380952380954,125.84823809523807,0.7342380952380951
Burt Bacharach,0.5488500000000001,0.4885666666666666,0.30053,0.4493307113333336,0.1535866666666666,-14.914100000000007,0.04484166666666666,102.92573333333334,0.44123999999999997
Burt Bales,0.9825,0.659,0.1965,0.875,0.08575,-16.472,0.0799,120.5795,0.5780000000000001
Burt Lahr,0.8320000000000001,0.5660000000000001,0.446,0.000266,0.674,-12.803,0.0842,109.399,0.62
Burt Reynolds,0.37825,0.5720000000000001,0.6265000000000001,0.00121845,0.255225,-10.71425,0.3370000000000001,89.319,0.5910000000000001
Burton Cummings,0.08432500000000001,0.6155,0.5850000000000001,1.90475e-05,0.1232,-9.302,0.029925,121.6105,0.6947500000000001
Burton Lane,0.925,0.5123333333333333,0.18000000000000002,0.0001645333333333333,0.19699999999999998,-15.235,0.0492,115.77733333333332,0.17
Burzum,0.001325495,0.2638333333333333,0.7681666666666667,0.7681833333333333,0.3260333333333333,-9.345,0.05736666666666668,111.02750000000003,0.2410166666666667
Busch Chamber Players,0.9816666666666668,0.3983333333333333,0.20333333333333334,0.6696666666666666,0.13033333333333333,-18.67,0.0319,98.69233333333334,0.2705333333333333
Busch Quartet,0.943875,0.3565,0.14200000000000002,0.694125,0.24225,-18.372125,0.04476249999999999,100.27662500000002,0.2787250000000001
Busdriver,0.13475,0.6339999999999999,0.6955,0.0033539999999999998,0.3255,-7.0635,0.2265,121.5,0.5339999999999999
Bush,0.06700890000000001,0.415,0.7208888888888889,0.00637787111111111,0.1700111111111111,-6.179222222222222,0.0694,133.87111111111116,0.2449333333333333
Bushman,0.121,0.622,0.467,0.0,0.153,-11.454,0.295,137.722,0.778
Bushwick Bill,0.2415,0.7919999999999999,0.5589999999999999,0.000169,0.1523,-11.6315,0.3285,125.6,0.5980000000000001
Bushy,0.581,0.7340000000000001,0.495,0.165,0.127,-11.024,0.0377,92.02,0.505
Busta Rhymes,0.105964578313253,0.7229879518072292,0.7566987951807228,0.00046590060240963866,0.2565855421686745,-6.192855421686747,0.27474337349397604,108.68050602409642,0.6288554216867472
Busta Rhymes for Flipmode Entertainment,0.00506,0.8170000000000001,0.84,0.00034,0.28800000000000003,-8.597999999999999,0.0922,104.295,0.89
Busted,0.000214,0.593,0.855,0.0,0.11,-6.6789999999999985,0.0365,107.025,0.8320000000000001
Buster Brown,0.753,0.659,0.4270000000000001,0.00571,0.219,-9.793,0.0283,119.871,0.862
Buster Harding & His Orchestra,0.878,0.6629999999999999,0.17800000000000002,0.0,0.221,-10.88,0.0673,137.18,0.426
Buster Keaton,0.972,0.418,0.682,0.826,0.7170000000000001,-13.595999999999998,0.257,109.231,0.454
Buster Poindexter And His Banshees Of Blue,0.315,0.591,0.732,0.000117,0.28,-10.987,0.183,127.617,0.7809999999999999
Busy Signal,0.0196,0.8190000000000001,0.759,6.53e-06,0.0613,-4.115,0.147,108.026,0.88
Butch Cassidy,0.087025,0.876875,0.687875,4.95e-07,0.122725,-6.203749999999999,0.30875,107.968125,0.6615
Butch Dayo,0.546,0.778,0.695,0.000221,0.485,-13.145,0.133,119.846,0.8590000000000001
Butterbeans & Susie,0.984,0.593,0.16899999999999998,0.0,0.912,-14.714,0.156,95.664,0.474
Butterfly Boucher,0.0756,0.665,0.635,0.0,0.208,-5.3020000000000005,0.0388,113.046,0.299
Butthole Surfers,0.09673368571428573,0.4068571428571428,0.770857142857143,0.15915814,0.2687642857142857,-8.132071428571429,0.09019285714285714,115.93264285714285,0.4724999999999999
Buttnaked Tim Dawg,0.0606,0.6659999999999999,0.639,0.00269,0.0645,-8.014,0.05,98.196,0.4270000000000001
Buzzcocks,0.013928666666666659,0.3321904761904761,0.8350476190476189,0.009370766666666669,0.18642380952380952,-7.893857142857143,0.07267619047619048,143.80319047619054,0.6367619047619046
By2,0.68,0.696,0.586,0.0,0.102,-6.801,0.0353,104.984,0.421
Bye Bye Birdie Ensemble,0.8511538461538463,0.4996923076923077,0.424,0.008434546153846156,0.3829692307692307,-12.001076923076925,0.18553846153846154,114.81792307692308,0.6876923076923076
Bye Bye Birdie Orchestra,0.785,0.254,0.335,0.6970000000000001,0.438,-12.64,0.0377,145.759,0.394
Byron Cage,0.1195,0.6046666666666666,0.8093333333333333,1.5766666666666663e-06,0.5756666666666667,-4.944333333333333,0.1094,114.35666666666668,0.4663333333333334
Byron Janis,0.978,0.29899999999999993,0.16816666666666666,0.8757500000000004,0.12325,-18.496916666666664,0.04015,105.27433333333332,0.17435000000000006
Byron Lee & The Dragonaires,0.477,0.825,0.344,0.7659999999999999,0.104,-17.294,0.249,138.785,0.941
Byron Utley,0.722,0.418,0.461,0.0,0.07400000000000001,-9.596,0.0395,177.31,0.484
BØRNS,0.0578765,0.5836,0.7443,0.003018082,0.20606,-5.5889000000000015,0.061159999999999985,127.8965,0.5010999999999999
Bébé Altman,0.98,0.45,0.287,1.58e-06,0.147,-12.939,0.0708,161.748,0.593
Béla Bartók,0.9185151515151512,0.2656969696969697,0.15164545454545458,0.7049572727272727,0.1676848484848485,-21.042060606060602,0.04529999999999999,96.2400606060606,0.1210121212121212
Béla Drahos,0.93875,0.347375,0.17962500000000006,0.7346250000000001,0.16295,-19.34325,0.049125,128.495625,0.30650000000000005
Béla Fleck,0.5610666666666667,0.4584666666666667,0.4564,0.5755213333333333,0.1954266666666667,-16.071266666666666,0.03298666666666667,125.26746666666666,0.69
Béla Fleck and the Flecktones,0.3996,0.5329999999999999,0.4248,0.7879999999999999,0.086,-14.056599999999998,0.03996000000000001,125.1774,0.3222
Böhme,0.9653076923076924,0.23246153846153844,0.1559846153846154,0.1311134615384615,0.5058461538461538,-23.24561538461539,0.06393846153846157,96.33823076923076,0.141
Børge Roger Henrichsen & Niels Foss,0.9825,0.593,0.2355,0.8280000000000001,0.11699999999999999,-20.5785,0.036500000000000005,99.3015,0.6759999999999999
Børge Roger Henrichsen & hans Kvintet,0.978,0.598,0.116,0.000946,0.157,-19.529,0.0589,115.682,0.422
Børge Roger Henrichsens Ork.,0.985,0.5870000000000001,0.2675,0.31899999999999995,0.203,-15.918,0.0565,141.94150000000005,0.637
C & C Music Factory,0.016857764705882353,0.7000000000000001,0.865,0.20590237647058826,0.18147058823529413,-7.423647058823527,0.0773,116.25135294117644,0.7812941176470588
C S R Anjaneyulu,0.987,0.5376666666666666,0.19933333333333333,0.30519333333333337,0.20166666666666666,-14.355333333333334,0.05446666666666666,117.647,0.5943333333333333
C-Alvin,0.445,0.685,0.404,0.0,0.116,-7.784,0.121,131.846,0.473
C-BONY,0.299,0.371,0.44,4.86e-06,0.285,-7.955,0.0339,142.859,0.258
C-Bo,0.1176,0.8130000000000001,0.7780000000000001,0.0,0.2088,-4.4826,0.2622,92.0894,0.5942000000000001
C-Bone,0.00757,0.8740000000000001,0.7979999999999999,0.0,0.0812,-6.976,0.0503,123.733,0.332
C-Kan,0.162,0.8759999999999999,0.5579999999999999,0.0,0.103,-5.972,0.166,78.492,0.79
C-Loc,0.045173333333333336,0.7713333333333333,0.6176666666666667,0.0,0.07466666666666667,-6.609666666666668,0.3466666666666667,83.34666666666666,0.4946666666666666
C-Mob,0.109,0.843,0.848,0.0,0.0714,-5.492000000000001,0.24,121.009,0.287
C-Murder,0.038180000000000006,0.8007,0.6758,0.0,0.21469,-6.278999999999999,0.3404,126.96469999999997,0.6140999999999999
C-Nile,0.139,0.775,0.483,0.0,0.174,-8.356,0.307,85.079,0.39
C-PO,0.2422,0.7779999999999999,0.767,0.0,0.2658,-5.144,0.1898,92.1454,0.4706
C-Rayz Walz,0.583,0.6859999999999999,0.631,0.0,0.329,-7.457999999999997,0.386,86.27600000000002,0.65
C-Rock,0.369,0.792,0.755,0.000726,0.2,-6.459,0.312,132.817,0.625
C. Ashwath,0.918,0.414,0.546,0.225,0.104,-8.427999999999999,0.0503,85.87299999999998,0.485
C. H. Atma,0.9903684210526316,0.4626842105263157,0.2443684210526316,0.7030842105263158,0.1717894736842105,-15.66263157894737,0.06750526315789472,95.86973684210524,0.5028421052631581
C. K. Revamma,0.98,0.623,0.364,0.00463,0.0913,-11.718,0.0439,133.668,0.963
C. Parlato,0.8739999999999999,0.6955,0.1855,0.0,0.1916,-16.587500000000002,0.078,108.582,0.6525000000000001
C. R. Subburaman,0.7760000000000001,0.5063333333333334,0.6290000000000001,0.3820051,0.10933333333333334,-5.581666666666666,0.13110000000000002,120.86966666666667,0.8873333333333333
C. Ramchandra,0.9061830985915492,0.6338309859154927,0.31185633802816903,0.2353040732394366,0.18107887323943656,-12.374478873239445,0.16305633802816905,114.20233802816902,0.772605633802817
C. Rivera,0.8240000000000001,0.649,0.508,0.00295,0.561,-12.906,0.348,179.488,0.923
C. S. Jayaraman,0.9755,0.41100000000000003,0.424,0.23097653,0.15100000000000002,-11.2805,0.147525,93.7805,0.7414999999999999
C. S. Radha Devi,0.933,0.387,0.639,0.0020800000000000003,0.371,-7.468,0.0375,102.326,0.936
C. S. Radhadevi,0.981,0.726,0.248,0.000161,0.0854,-7.907999999999999,0.13699999999999998,119.363,0.941
C. Tangana,0.0718,0.865,0.498,0.00312,0.108,-8.882,0.168,97.921,0.131
C.B. And Ten Others With Axes,0.915,0.507,0.295,0.00114,0.3720000000000001,-8.463,0.0556,79.91199999999998,0.345
C.L.T,0.76,0.682,0.447,3.26e-05,0.168,-14.24,0.084,117.008,0.954
C.P.O.,0.188,0.769,0.916,0.0,0.229,-6.697,0.26,88.191,0.968
C.W. McCall,0.7128181818181817,0.6049999999999999,0.5751818181818181,0.0006816818181818183,0.11320909090909095,-15.17954545454546,0.19531818181818186,120.42136363636361,0.7343636363636363
C2C,0.035905,0.7090000000000001,0.7120000000000001,0.05852365,0.08925,-6.6515,0.1123,115.5,0.451
C418,0.8447285714285712,0.4206428571428571,0.13653607142857144,0.7518425000000003,0.10916428571428574,-22.313392857142873,0.07182500000000001,101.88453571428568,0.15889642857142858
CADE,0.15,0.703,0.868,0.132,0.104,-4.6610000000000005,0.0291,121.03,0.733
CAN,0.1670094848484848,0.5499696969696968,0.6602121212121214,0.4247730303030303,0.18312727272727275,-11.19121212121212,0.05048787878787878,122.99700000000001,0.4898848484848486
CARLOS MATA,0.3095,0.6225,0.545,0.0,0.23585,-10.7045,0.02935,123.5495,0.601
CAZZETTE,0.14300000000000002,0.723,0.602,0.000607,0.299,-10.573,0.0451,124.006,0.561
CBC Symphony Orchestra,0.9788918918918916,0.2948648648648651,0.14279729729729732,0.5827494459459462,0.17355135135135136,-19.64870270270271,0.04364054054054053,101.552027027027,0.2466378378378378
CBC Vancouver Orchestra,0.937,0.36,0.007640000000000002,0.4370000000000001,0.171,-24.824,0.045,113.982,0.219
CELLADORE,0.525,0.5935,0.5685,0.192500755,0.147,-9.0305,0.02455,93.827,0.6085
CES Cru,0.2532,0.7626666666666667,0.6803333333333333,3.56e-06,0.18233333333333326,-5.870666666666668,0.21933333333333327,146.01633333333334,0.37766666666666665
CHAD,0.00317,0.804,0.88,0.0,0.226,-5.061,0.0933,104.111,0.682
CHANYEOL,0.428,0.314,0.526,0.0,0.126,-4.686,0.0484,78.643,0.195
CHAPPO,0.00813,0.507,0.894,0.4970000000000001,0.0748,-3.912,0.0305,141.965,0.6779999999999999
CHEMISTRY,0.00487,0.385,0.912,1.11e-05,0.0926,-4.198,0.105,127.038,0.312
CHEN,0.491,0.422,0.737,0.0,0.183,-4.31,0.0377,179.923,0.502
CHIC,0.09220482758620692,0.7830689655172416,0.6200689655172414,0.18066271724137933,0.0998896551724138,-11.617310344827587,0.0612206896551724,115.5296896551724,0.8359310344827587
CHUNG HA,0.11456666666666665,0.639,0.7986666666666667,0.00013280666666666668,0.15363333333333334,-2.6506666666666665,0.04576666666666667,109.262,0.5033333333333334
CHVRCHES,0.0222935,0.5291666666666667,0.6814999999999999,0.0004442733333333332,0.17686666666666662,-6.059333333333332,0.05273333333333333,136.45266666666666,0.2298333333333333
CID,0.03178,0.6709999999999999,0.8655,3.335e-05,0.16720000000000002,-5.0125,0.0555,125.492,0.34600000000000003
CIKI,0.687,0.735,0.389,3.25e-06,0.125,-12.291,0.354,73.831,0.7290000000000001
CJ Fly,0.31208,0.6232000000000001,0.8138,0.0,0.4779999999999999,-4.4495999999999984,0.2904,96.381,0.6528
CJ Mac,0.00725,0.653,0.906,0.0,0.0471,-4.1789999999999985,0.305,172.384,0.731
CKY,0.01048957142857143,0.3854285714285714,0.8638571428571431,0.0005315785714285715,0.27814285714285714,-6.414571428571428,0.054200000000000005,112.96042857142858,0.5655714285714286
CL,0.04431499999999999,0.7380000000000001,0.877,0.0,0.28800000000000003,-3.1095,0.1205,138.56149999999997,0.6685
CLAVISOLO Stefan MAY,0.996,0.556,0.14350000000000002,0.918,0.1305,-13.8765,0.0541,89.33999999999996,0.4595
CLOVES,0.8220000000000001,0.494,0.243,0.00225,0.147,-9.083,0.0316,126.063,0.0722
CNCO,0.2461750000000001,0.7807499999999998,0.78175,4.4e-07,0.17650000000000002,-4.01425,0.100325,111.99775,0.68675
COIN,0.03253714285714286,0.5314285714285715,0.7664285714285715,0.01968238714285715,0.23685714285714285,-5.749857142857143,0.05508571428571428,127.49071428571428,0.6225714285714287
CRUCIFIX,0.08826666666666667,0.7410000000000001,0.6266666666666668,0.0,0.12653333333333333,-6.948,0.095,110.67200000000001,0.4226666666666667
CRUISR,0.01575333333333333,0.4743333333333333,0.8346666666666667,3.5000000000000016e-06,0.10100000000000003,-6.169,0.05243333333333333,164.93266666666668,0.7843333333333332
CRYSTAL KING,0.0316,0.373,0.959,2.19e-06,0.33,-4.137,0.188,159.126,0.422
CSS,0.04505000000000002,0.7175,0.754,0.00674,0.12585,-5.360499999999999,0.0385,110.005,0.7969999999999999
CVBZ,0.08045,0.6225,0.8075,0.0,0.17,-4.75075,0.13912500000000005,120.72675,0.56325
Ca$h Out,0.07482199999999999,0.8340000000000001,0.7135,0.0,0.0883,-3.85,0.06095,135.999,0.4985
Ca$his,0.0116,0.767,0.8640000000000001,0.0,0.0957,-1.847,0.133,85.475,0.747
Caamp,0.7482222222222222,0.5623333333333332,0.3977444444444445,0.01303901333333333,0.15862222222222225,-10.964555555555561,0.0374,126.8522222222222,0.4183222222222222
Cab Calloway,0.9078333333333336,0.6089999999999999,0.3955833333333334,0.037767,0.23854166666666665,-11.280916666666668,0.10980833333333334,117.14350000000002,0.7168333333333335
Cab Calloway & His Orchestra,0.954,0.7369999999999999,0.4320000000000001,0.13323600000000002,0.2298,-10.38,0.14548,134.2752,0.6848
Cab Calloway & His Orchestra; vocal by Cab Calloway & The Palmer Brothers,0.939,0.573,0.182,0.0,0.128,-13.173,0.0526,92.149,0.487
Caballo Dorado,0.08245,0.7050000000000001,0.753,0.00081,0.1368,-9.587,0.0541,120.9625,0.9265
Cabaret Ensemble,0.7335,0.5700000000000001,0.3995,0.0,0.508,-12.0185,0.12025,96.6915,0.531
Cabaret Ensemble (1998),0.6809999999999999,0.515,0.483,0.0,0.957,-9.761,0.368,92.454,0.565
Cabaret Voltaire,0.11,0.345,0.888,0.872,0.227,-7.604,0.132,166.988,0.433
Cabas,0.3885,0.7235,0.664,7.45e-07,0.205,-7.957500000000001,0.0352,104.0785,0.88
Cabu,0.19455000000000008,0.6005,0.5385,0.042802335,0.183,-8.671500000000002,0.2334,117.079,0.4375
Cachao,0.237,0.478,0.748,0.752,0.0822,-10.384,0.0934,115.842,0.772
Cachorro,0.00398,0.733,0.885,0.0,0.364,-4.0710000000000015,0.138,90.001,0.597
Cactus,0.14402620000000002,0.3472000000000001,0.727,0.007918000000000001,0.21579999999999994,-9.7754,0.08182,120.2144,0.5886000000000001
Cade Walker,0.213,0.589,0.276,0.0,0.505,-13.731,0.0502,116.247,0.479
Cadillac,0.0156,0.807,0.8390000000000001,4.21e-06,0.184,-4.1960000000000015,0.16,89.03299999999999,0.579
Cadillac Don & J-Money,0.146,0.8320000000000001,0.622,0.0,0.108,-4.843,0.235,75.99,0.813
Cadillac Tah,0.364,0.7809999999999999,0.746,0.0,0.098,-2.6860000000000004,0.17,89.43,0.7859999999999999
Cady Groves,0.0118,0.5760000000000001,0.9,0.0,0.628,-2.879,0.124,75.046,0.75
Caedmon's Call,0.5760000000000001,0.545,0.464,8.740000000000001e-05,0.126,-11.483,0.031,82.015,0.643
Caesars,0.0171,0.58,0.981,1.07e-05,0.3860000000000001,-2.603,0.06,134.00700000000003,0.8609999999999999
Caetano Veloso,0.5448030769230766,0.5132923076923078,0.3452215384615384,0.029343248615384624,0.20882153846153845,-14.65812307692308,0.07171846153846156,115.08635384615393,0.5799999999999998
Café Quijano,0.0646,0.725,0.79,0.00883,0.121,-4.393,0.102,151.985,0.867
Café Tacvba,0.2293389473684211,0.6373157894736842,0.6760947368421053,0.005944345789473685,0.16093684210526316,-7.320052631578947,0.0530578947368421,143.70121052631583,0.6724210526315788
Cage,0.0781,0.522,0.66,0.0785,0.6709999999999999,-10.227,0.107,149.964,0.4270000000000001
Cage The Elephant,0.057417236923076924,0.5091230769230768,0.8191999999999999,0.011150838153846154,0.21404615384615389,-4.40469230769231,0.0556923076923077,129.50955384615386,0.5177753846153849
Cai Xian Le,0.108,0.638,0.7,0.0,0.115,-5.167000000000002,0.0365,120.177,0.534
Caifanes,0.2780504651162792,0.5636279069767439,0.6919069767441857,0.025337671627906958,0.2042465116279069,-9.709441860465118,0.04176511627906977,133.34376744186045,0.5066906976744188
Cailin Russo,0.0638,0.42,0.723,1.17e-05,0.123,-6.86,0.175,167.80599999999995,0.28800000000000003
Caillou,0.773,0.782,0.344,0.0,0.0848,-7.504,0.0582,134.746,0.953
Caitlin & Will,0.14,0.483,0.478,6.84e-06,0.0876,-5.814,0.0272,134.886,0.168
Cajmere,0.058,0.897,0.568,0.332,0.12,-8.041,0.163,125.916,0.165
Cake,0.14859074074074075,0.6472222222222219,0.621388888888889,0.0598736298148148,0.1605703703703704,-8.76898148148148,0.051114814814814793,115.66651851851853,0.7732407407407403
Cal Smith,0.534,0.634,0.3205,2.265e-05,0.155,-14.9375,0.0294,95.98,0.6285
Cal Tjader,0.8263809523809525,0.6008492063492059,0.3587857142857142,0.4385503061111113,0.1538650793650793,-17.21810317460318,0.04688174603174602,115.844,0.6814999999999998
Cal Tjader Quartet,0.7448333333333333,0.5921666666666666,0.09591666666666666,0.20529999999999995,0.10558333333333332,-24.08233333333333,0.04786666666666667,109.13766666666668,0.29915
Cal Tjader's Modern Mambo Quintet,0.84,0.7092857142857144,0.4461428571428572,0.7527142857142858,0.10562857142857143,-13.488142857142858,0.049914285714285724,121.24414285714286,0.7530000000000001
Calboy,0.2626363636363637,0.7059090909090909,0.6062727272727272,0.0,0.17454545454545453,-6.27590909090909,0.21801818181818186,134.36254545454545,0.5342727272727271
Calcutta Youth Choir,0.9216666666666667,0.5106666666666666,0.4616666666666667,3.036666666666667e-05,0.272,-11.639333333333333,0.0405,102.27366666666668,0.7743333333333333
Calder Quartet,0.003820000000000001,0.354,0.836,0.0229,0.19,-3.888,0.0497,165.02,0.235
Caldiero Trio,0.7659999999999999,0.545,0.5479999999999999,0.8270000000000001,0.336,-12.364,0.0522,142.719,0.91
Caleb Belkin,0.637,0.662,0.349,0.00213,0.124,-14.022,0.214,141.951,0.234
Caleb Hyles,0.0852,0.78,0.601,0.0,0.163,-9.132,0.0433,105.035,0.539
Calexico,0.3665000000000001,0.4325,0.5870000000000001,0.00034100000000000005,0.09415,-8.450000000000001,0.04125,119.5055,0.3155
Cali Big Band,0.662,0.715,0.59,0.0,0.298,-2.899,0.0275,107.091,0.464
Cali Carranza,0.162,0.6970000000000001,0.6920000000000001,0.0,0.124,-9.356,0.0519,169.416,0.965
Cali Life Style,0.18634705882352945,0.8108235294117648,0.6013529411764706,2.8211764705882353e-06,0.15212941176470593,-8.490764705882354,0.20776470588235296,102.17399999999999,0.5216470588235295
Cali Swag District,0.2,0.846,0.438,9.43e-05,0.0939,-4.981,0.141,85.01299999999998,0.512
Cali Y El Dandee,0.106575,0.6204166666666667,0.7831666666666667,1.5583333333333333e-07,0.16633333333333333,-4.321416666666666,0.12676666666666667,140.65591666666663,0.5978333333333333
Calibre 50,0.4716521739130434,0.7134565217391305,0.7228695652173913,1.8413913043478264e-05,0.19473260869565207,-3.955434782608695,0.05708695652173914,133.62080434782607,0.8383043478260869
California Dreamers,0.209,0.462,0.784,0.0131,0.0659,-5.069,0.0413,107.66,0.5529999999999999
Calixto Ochoa,0.1455,0.7849999999999999,0.716,2.275e-05,0.11045000000000002,-5.5115,0.12845,130.499,0.8395000000000001
Calixto Ochoa y Su Conjunto,0.276,0.757,0.57,3.02e-06,0.15,-6.532,0.0582,95.538,0.975
Call Me Karizma,0.37,0.6062000000000001,0.6277999999999999,3.1144e-05,0.20708000000000001,-7.0998,0.19274,94.3364,0.5136000000000001
Call Me Madam Ensemble,0.956,0.5329999999999999,0.493,4.13e-05,0.0993,-9.59,0.0936,81.888,0.708
Callalily,0.359,0.404,0.556,4.93e-06,0.0964,-8.329,0.0326,159.256,0.34
Calle 13,0.353261111111111,0.6778333333333334,0.7587777777777777,1.0157777777777775e-05,0.3921444444444444,-6.812333333333332,0.19368333333333326,103.54144444444445,0.8020555555555553
Calle Lehmann,0.008334999999999999,0.5215,0.7585,0.0,0.1065,-5.324,0.037000000000000005,139.958,0.2265
Callie Hernandez,0.0906,0.616,0.5379999999999999,8.98e-06,0.192,-9.165,0.17,127.948,0.278
Calloway,0.0352,0.733,0.7809999999999999,0.00793,0.147,-10.265,0.0857,114.181,0.8690000000000001
Cally Kwong,0.7929999999999999,0.617,0.263,4.13e-06,0.0525,-15.602,0.0311,132.083,0.307
Calming Rainforest Sounds,0.194,0.0,4.28e-05,0.999,0.718,-18.683,0.0,0.0,0.0
Calming Sounds,0.0,0.0,2.01e-05,0.0,0.0,-15.776,0.0,0.0,0.0
Calmsound,2.28e-05,0.109,0.501,0.715,0.493,-28.708,0.13,92.535,0.0625
Calo,0.06563999999999999,0.7998000000000001,0.6978,0.0128923,0.07683999999999999,-10.9404,0.05636,108.6126,0.8059999999999999
Calum Scott,0.8140000000000001,0.4898571428571428,0.2517142857142857,9.314285714285714e-06,0.11808571428571428,-8.033285714285713,0.030542857142857142,144.19942857142857,0.2292857142857143
Calvin Harris,0.0983082448979592,0.6876530612244901,0.8412040816326528,0.03186255448979592,0.19688163265306124,-4.195285714285714,0.05207755102040817,122.28383673469385,0.5853265306122452
Calvin Richardson,0.33136666666666664,0.6523333333333333,0.4563333333333333,5.233333333333333e-07,0.15696666666666667,-5.451666666666667,0.08689999999999999,134.66666666666666,0.5193333333333333
Cam,0.887,0.728,0.253,1.11e-05,0.133,-8.427,0.0304,140.923,0.457
Cam Clarke,0.643,0.58,0.46,6.52e-06,0.126,-15.461,0.0554,79.972,0.762
Cam Meekins,0.07229,0.7989999999999999,0.5660000000000001,0.0,0.3376666666666666,-6.197333333333333,0.1352,98.35933333333334,0.6679999999999999
Cam O'bi,0.713,0.637,0.503,0.000113,0.109,-6.9270000000000005,0.336,81.061,0.6609999999999999
Camarata Chorus and Orchestra,0.8905000000000001,0.512,0.27575000000000005,0.4305007075,0.12425,-12.20275,0.031325,106.8235,0.4335
Camaron De La Isla,0.511,0.4920000000000001,0.8640000000000001,0.0,0.374,-5.881,0.0829,101.685,0.759
Camayenne Sofa,0.7,0.407,0.435,5.8e-06,0.29600000000000004,-11.325,0.0273,167.15599999999995,0.52
Camel,0.4101861764705882,0.29694117647058826,0.4345882352941177,0.5630235294117645,0.2013823529411765,-13.00358823529412,0.037717647058823515,126.65494117647064,0.307529411764706
Camel MC,0.462,0.847,0.852,0.0,0.515,-3.2030000000000003,0.272,91.641,0.443
Cameo,0.13487242424242424,0.7709999999999999,0.5873030303030304,0.02934109515151515,0.13358181818181822,-10.786666666666665,0.07887878787878784,107.54787878787873,0.7849999999999999
Camera Obscura,0.00964,0.3815,0.855,0.03625,0.185,-3.8655,0.0464,140.2395,0.5720000000000001
Cameron Boyce,0.06033714285714285,0.6248571428571428,0.87,1.3214285714285715e-06,0.4028,-5.563714285714287,0.15942857142857145,137.21085714285712,0.5997142857142856
Cameron Mizell,0.000285,0.525,0.967,1.31e-05,0.201,-3.478,0.173,135.084,0.406
Cameron Seely,0.726,0.253,0.139,5.01e-05,0.269,-17.067,0.0414,74.369,0.102
Camila,0.29491999999999996,0.40976,0.46608,4.192000000000001e-05,0.13642800000000002,-7.268799999999996,0.040964,146.12403999999995,0.28292
Camila Cabello,0.2632124528301886,0.6217924528301888,0.5813962264150944,0.002427751886792453,0.14799999999999994,-5.668358490566035,0.08693773584905659,109.73124528301882,0.4205886792452831
Camille,0.8390000000000001,0.439,0.303,0.0,0.071,-10.839,0.0422,139.475,0.268
Camille Decreus,0.971,0.416,0.15,0.0058,0.257,-15.925,0.113,82.361,0.109
Camille Saint-Saëns,0.9324949494949492,0.3070575757575757,0.13583048484848484,0.7186498787878784,0.17453939393939394,-24.27164646464646,0.05119898989898989,105.30954545454549,0.19825050505050515
Camille Yarbrough,0.7240000000000001,0.797,0.529,0.00601,0.136,-14.489,0.187,101.424,0.527
Camilo,0.27764608695652176,0.6483478260869565,0.6822173913043479,9.595652173913045e-07,0.20499565217391305,-4.393478260869564,0.14622608695652173,147.29717391304345,0.7027826086956522
Camilo Sesto,0.5639596330275232,0.4369449541284405,0.5457889908256881,0.007366387155963302,0.18928073394495398,-8.553394495412839,0.04692660550458716,126.73188990825687,0.5166770642201832
Camouflage,0.07653333333333333,0.6776666666666666,0.6629999999999999,0.095462,0.21293333333333334,-12.302999999999999,0.036833333333333336,126.20966666666664,0.8736666666666667
Camp Lo,0.037168,0.7,0.8079999999999999,0.0,0.2642399999999999,-7.6364,0.2714,85.79159999999997,0.5553999999999999
Campa,0.0477,0.66,0.7659999999999999,0.000239,0.624,-4.263,0.194,164.791,0.722
